ym,Nivel general,Alimentos y bebidas no alcohólicas,Bebidas alcohólicas y tabaco,Prendas de vestir y calzado,"Vivienda, agua, electricidad y otros combustibles",Equipa-miento y manteni-miento del hogar,Salud,Transporte,Comunicaciones,Recreación y cultura,Educación,Restaurantes y hoteles,Otros bienes y servicios,Estacional,Núcleo,Regulados,Bienes,Servicios
2000-11,5.03476471369121,3.80451339742945,,3.77906511780242,6.43940991454706,5.435887806084,7.65841601708842,6.779389762976,,5.61945569175661,5.24530779022326,,6.18650690437276,,,,,
2000-12,5.02913626382441,3.76701121769099,,3.76796709521669,6.43300894950909,5.42622613473269,7.65837884172647,6.83714036606804,,5.70749824254837,5.24897021854213,,6.17982533744231,,,,,
2001-01,5.03318101511574,3.76364865788578,,3.61780793598643,6.43035107753212,5.43240721823315,7.71248237649791,6.79532096382898,,5.92311171559748,5.24044088436362,,6.16848313857111,,,,,
2001-02,5.02171592965392,3.76153669841797,,3.47395847628161,6.42871864751166,5.44054197381997,7.73585824409375,6.78536396329587,,5.89275529633425,5.25968802716759,,6.17142026616454,,,,,
2001-03,5.03128397577585,3.78449913603549,,3.61640170957484,6.43610136975912,5.44505618383748,7.75110014249435,6.86833896773844,,5.67649528193791,5.185769852937,,6.18419517781753,,,,,
2001-04,5.06491553043377,3.80776980054184,,3.81334232275929,6.44645235560715,5.43849882056935,7.76210702366129,6.96923657314061,,5.66891052049008,5.19387557848888,,6.18165905046515,,,,,
2001-05,5.06819339348131,3.79651253510698,,3.84127755128176,6.5171756618456,5.44692037475957,7.7623375109054,6.98649537406467,,5.63570609279708,5.17773864167366,,6.18621876843796,,,,,
2001-06,5.03163767907942,3.75087633158049,,3.80719488012749,6.51579614351846,5.43832674140731,7.76983206387506,6.87829596827155,,5.57626648156865,5.17505510654258,,6.18171747434133,,,,,
2001-07,5.01518038482841,3.74831646536489,,3.68897154143183,6.51913687706737,5.42271113104942,7.76326540793974,6.73889796080803,,5.67867068881259,5.17814693914511,,6.1678125918104,,,,,
2001-08,4.99724348486605,3.7366327107606,,3.56846613803845,6.42890488248583,5.42845972225596,7.76060960008184,6.83913176617466,,5.60287519474999,5.17523475743002,,6.17213197520165,,,,,
2001-09,4.99346002790709,3.73107345237314,,3.61906150134217,6.41935056847172,5.40323406429537,7.76902461501345,6.81257976475303,,5.55131321206718,5.15332755659958,,6.18097256992003,,,,,
2001-10,4.97143057890967,3.6909806768501,,3.64828955092046,6.40307110261277,5.39198123429239,7.77083877267674,6.76213096205195,,5.54313278872555,5.15049907586614,,6.19002827072799,,,,,
2001-11,4.95512623743858,3.70011015243314,,3.65583798587049,6.33612997578791,5.37963856959649,7.75134847391219,6.71433735949303,,5.46148243463173,5.14671211681848,,6.18015994691498,,,,,
2001-12,4.95135871306086,3.68753617152762,,3.64684406880879,6.33191324810126,5.36709285148939,7.75276411169535,6.70039755874668,,5.51264358649849,5.1477420471902,,6.18273723654375,,,,,
2002-01,5.06487410572254,3.76515626916372,,3.59728505598706,6.36271559314927,5.56138972773715,7.78311556420799,6.96658137299845,,6.00369360116928,5.1513268989895,,6.24819189509631,,,,,
2002-02,5.22393543729499,3.91517336890906,,3.60204022978952,6.4244421406975,5.97401146722547,8.01814712455966,7.07411697875602,,6.24370191069441,5.2138270344311,,6.65857315172572,,,,,
2002-03,5.43056720776804,4.11985744066358,,3.90824515856355,6.47704547370887,6.38818650794979,8.20546485135231,7.28719679016455,,6.52332918193148,5.24012037084854,,6.99102758005341,,,,,
2002-04,5.99472928783023,4.66448783481421,,4.75458932869814,6.60582350954813,7.245048959354,9.39364889993887,7.94900542559852,,7.07244258066354,5.31818684738902,,7.76031069150509,,,,,
2002-05,6.23516256049445,4.89597460910919,,5.02165021805487,6.70532126889368,7.55175138582928,9.77709045326353,8.25568104201827,,7.43199899131379,5.37673670479438,,8.0961683106203,,,,,
2002-06,6.4610015887409,5.1287371261162,,5.2179723358759,6.9234461083879,7.78780958031522,9.82134400413199,8.68914246522627,,7.74527991858878,5.42013872600909,,8.3374190847843,,,,,
2002-07,6.66702048592217,5.33975614507507,,5.34517825109769,6.94628863268826,8.02147013847675,9.90287700796659,8.9513434792648,,8.29467873864495,5.45457861772556,,8.74710323834564,,,,,
2002-08,6.82315978209482,5.58857253387437,,5.35232278851139,7.17876046278481,8.10559390482585,9.98542118164631,9.14052648939387,,8.26246335788814,5.47279889238884,,8.81709238637902,,,,,
2002-09,6.91532445372,5.74951166739302,,5.58137543670632,7.17822015144001,8.11347513044727,10.0192358908785,9.25735529564901,,8.27375611462492,5.48902871687882,,8.68853330247479,,,,,
2002-10,6.93043916245834,5.73150227757499,,5.78278334855934,7.17993305336289,8.15387931769417,10.0238456357606,9.29784709781699,,8.35043517383,5.49806229843456,,8.60335394663451,,,,,
2002-11,6.96572451904919,5.78980465071392,,5.82047754412053,7.17312742961562,8.24711180768723,9.97606786057901,9.34630450041145,,8.35845179015084,5.50331912837943,,8.64883162297948,,,,,
2002-12,6.97876799222607,5.82426832791999,,5.78844489285908,7.15935523831626,8.27730596465312,9.91462442234364,9.29386429760374,,8.49192969285513,5.49535732768623,,8.68849346801376,,,,,
2003-01,7.07083706836379,5.91454807677513,,5.65974726103444,7.25270264511994,8.32391647367758,10.0579726180331,9.38945150272159,,8.90002013822799,5.50383970765552,,8.66995716548016,,,,,
2003-02,7.11085971244396,5.98535645328822,,5.61603385812836,7.29937634852178,8.37880972636822,10.1305835349991,9.40936550378781,,8.8037214653956,5.47866816854087,,8.76411255320634,,,,,
2003-03,7.15236939744006,6.0570494689082,,5.92479302445396,7.33935938803695,8.38462600204516,10.1908968422311,9.37551170197524,,8.60096063866769,5.52580611161932,,8.76355487075189,,,,,
2003-04,7.15632067758811,6.04167537242962,,6.18197020088062,7.34087685819682,8.38748251613502,10.1884432683422,9.36953750165537,,8.54923733088864,5.52105965351376,,8.69788112266365,,,,,
2003-05,7.12887415096837,5.9832333194317,,6.23467752084839,7.34038253079626,8.37308522624437,10.1605022662986,9.33369229973618,,8.54505528800919,5.52998095326485,,8.67564021525407,,,,,
2003-06,7.12276666149223,5.93640331871046,,6.22711425596722,7.49017522915241,8.35235542319067,10.1729783177699,9.33501989980726,,8.54331794081892,5.53703429208408,,8.6287550546193,,,,,
2003-07,7.15439814611823,5.9383774607174,,6.09483127020236,7.48795650384291,8.33708626554568,10.1857815124264,9.33170089962956,,8.86524837517692,5.55398884458588,,9.02132366809053,,,,,
2003-08,7.15614010833403,5.96759848721636,,5.96899494273875,7.48021970522483,8.34850084996098,10.1753872812245,9.31908869895429,,8.70049822304768,5.57557757338859,,9.30444046079925,,,,,
2003-09,7.15897610779512,5.98948166512348,,6.11928320960482,7.47118386018201,8.31379821894966,10.1676250656488,9.29519189767483,,8.58055921880475,5.58036486124129,,9.26237526994937,,,,,
2003-10,7.20117620464505,6.07791763984006,,6.21577372038991,7.47951845007519,8.31002394932892,10.1676548059383,9.2898814973905,,8.57601729686446,5.61140567650797,,9.23678826781309,,,,,
2003-11,7.21893572186959,6.11301453240685,,6.21522414058885,7.47947246613095,8.28549693276621,10.1939006114769,9.29917469788807,,8.59506606784355,5.62059236961551,,9.23985552131256,,,,,
2003-12,7.23426286502449,6.09625294932905,,6.21604414854598,7.48576077050553,8.29140498399624,10.2181835579044,9.31045929849226,,8.85860922698551,5.61335529693413,,9.2230586569107,,,,,
2004-01,7.26467285175526,6.11965398170378,,6.01994011794759,7.49193411501952,8.31567961778796,10.2643107470153,9.3177610988832,,9.20339818651841,5.61409023238273,,9.2593611290646,,,,,
2004-02,7.27198059568498,6.14117399197755,,5.89269930877018,7.5533801605079,8.31322462174286,10.3077910503551,9.34364930026929,,9.16113101130358,5.59324664646541,,9.24885810950581,,,,,
2004-03,7.3151260256886,6.16483576008904,,6.29573321969884,7.57988990436127,8.37846556804415,10.5244341896705,9.3781669021174,,8.79421569434024,5.70437501075623,,9.40639012473404,,,,,
2004-04,7.37788977406168,6.22232799004588,,6.45310495955627,7.61100953862451,8.43694953924935,10.5261888667547,9.43658130524497,,8.90937699380991,5.75288075036402,,9.54862570692595,,,,,
2004-05,7.43179500726414,6.28068623512841,,6.5288597372127,7.77641378604956,8.47703251206044,10.5800782714413,9.48304730773281,,8.82254686316451,5.80309113191509,,9.61185627473755,,,,,
2004-06,7.4738570217433,6.32376350363835,,6.55224741096867,7.79148502377365,8.52282851305125,10.6148595400842,9.51358210936768,,8.93371226409655,5.80827650980246,,9.73157210829265,,,,,
2004-07,7.50830326238873,6.3044131871741,,6.43673969436932,7.80348683321983,8.5362047999138,10.6273950721346,9.5222115098297,,9.41735249300081,5.8316821623531,,9.96302360504275,,,,,
2004-08,7.53409280055929,6.38288533194998,,6.34124366131947,7.82268512993931,8.59057034317418,10.6687489447708,9.5613757119266,,9.24745234741468,5.8684595570936,,9.92317586585699,,,,,
2004-09,7.5815081623358,6.42543181699579,,6.63209350492183,7.85147107903247,8.63763972996408,10.6758717441209,9.57797071281512,,9.22631875980726,5.95957113784678,,9.96273148566185,,,,,
2004-10,7.6115145236751,6.43802162828534,,6.76595544217861,7.86945080122963,8.66330246899626,10.719604839922,9.6071779143789,,9.31491105688851,5.99863499842738,,9.92751782210949,,,,,
2004-11,7.61168447120835,6.42346698697945,,6.79640041845923,7.86838167452609,8.71958382692735,10.750787533528,9.60452271423674,,9.28294386858745,6.01721253337817,,9.950090683361,,,,,
2004-12,7.67531920068933,6.4657061763355,,6.82164619535211,7.8813721387734,8.76819045423148,10.778906977309,9.6284195155162,,9.57746144620746,6.02101990729941,,10.3031833459494,,,,,
2005-01,7.78936461722033,6.51146529813789,,6.68909278143117,8.05808843648106,8.86289135307394,11.0052305808768,9.73661892130932,,10.1300743585656,6.01715128875746,,10.6413513638045,,,,,
2005-02,7.86304749460466,6.62819110029355,,6.58436729711917,8.22098655894511,8.95092705237341,11.133931683957,9.76914512305081,,10.1183100361629,6.02567449847389,,10.6402492770493,,,,,
2005-03,7.98459184604028,6.80446708232838,,6.9589539107266,8.25172682566839,9.05486286624534,11.2078660438085,9.8687151283819,,9.89205779349794,6.38480274692102,,10.7035329574756,,,,,
2005-04,8.02374350901255,6.82927422528352,,7.20144073183619,8.27010890737764,9.1690431262307,11.2236432674212,9.93841413211366,,9.7760650493015,6.48813262950722,,10.7325590014143,,,,,
2005-05,8.07194487813034,6.84330739511588,,7.27358398508569,8.45895347037814,9.20113015397902,11.2971612632188,10.0114321360231,,9.73377305484108,6.64081546895446,,10.7664979622136,,,,,
2005-06,8.14587205509372,6.8963764295383,,7.28478494484051,8.80927065357131,9.24081160874535,11.3024401646161,10.0691827391152,,9.77881998556036,6.69549670781787,,10.8321451539945,,,,,
2005-07,8.2276699271907,6.97677615636814,,7.07712229144217,8.97008800255859,9.27355253730942,11.3640174341545,10.156140543771,,10.1604779343955,6.72600673637167,,10.8739315036172,,,,,
2005-08,8.26361383047289,7.07552981666816,,6.98509820697676,9.03338490180256,9.32611698534046,11.3992150668513,10.24708114864,,9.86983215908521,6.76207981797393,,10.908096193029,,,,,
2005-09,8.35971916052528,7.25408723639969,,7.29890827337871,8.92265556407682,9.37854377004186,11.481075213871,10.2908919509857,,9.82459908402412,6.7977752244151,,10.9646080150799,,,,,
2005-10,8.42504274361792,7.26834389400642,,7.57652458431124,8.97350231041828,9.43580024322451,11.592467468426,10.3406769536512,,9.99538031282817,6.91088383144243,,11.0372793501561,,,,,
2005-11,8.52668199022173,7.42466428018808,,7.68185198935773,9.01746296111006,9.47608971103005,11.7064025177386,10.3831601559258,,10.0942601872004,6.98171323530153,,11.0734224844659,,,,,
2005-12,8.62160830926221,7.48061071970552,,7.72717051422244,9.05760694443007,9.56986138239751,11.9927717659324,10.5126011628563,,10.4756327147114,6.96752489816878,,11.0374121316929,,,,,
2006-01,8.73160685015772,7.54633474935169,,7.54784175278956,9.12601955747055,9.62461697175852,12.2083888652579,10.6281023690403,,11.2249381482543,6.9736289453669,,11.0716299337194,,,,,
2006-02,8.76621241661557,7.61956424342046,,7.38987681568655,9.16311710448477,9.70364719491124,12.3281530113247,10.6732407714571,,11.118116115298,6.99723874665326,,11.1102428046132,,,,,
2006-03,8.87187729541323,7.73546127841283,,7.8385084031249,9.22001073949357,9.78757593821003,12.4043625033276,10.7734745768237,,10.7696787266655,7.66474386784678,,11.1646832346904,,,,,
2006-04,8.95815753369965,7.77343557607464,,8.2707660018874,9.31668048626846,9.86162733760775,12.4694788673239,10.8259147796314,,10.9266604549296,7.71601582282362,,11.2712404179512,,,,,
2006-05,9.00008146580805,7.7486284331195,,8.44646579193554,9.52136651805904,9.93661943642461,12.5667742246265,10.8962775833987,,10.8847655683984,7.81366016311993,,11.3095611694641,,,,,
2006-06,9.04366238636562,7.79059757474819,,8.46538703937184,9.59794128120182,10.0052675501343,12.59574126666,10.9440711859576,,10.9322571948069,7.82921629678203,,11.3839453863647,,,,,
2006-07,9.09946890759631,7.79186400546962,,8.22659897755823,9.83654047186812,10.0556523287795,12.6150427145858,10.9905371884455,,11.2662497825145,8.14114535753,,11.398870031098,,,,,
2006-08,9.15065498026679,7.85130244146161,,8.15770958567053,9.89380197843082,10.1069204471232,12.7937372444199,11.0436411912887,,11.1724330342396,8.37701880678436,,11.4769588528746,,,,,
2006-09,9.23295207324268,7.91396282620078,,8.62449475352148,9.93827994849528,10.1474508257556,12.8061538153121,11.1146677950916,,11.2505267904425,8.4335169693957,,11.5280664663788,,,,,
2006-10,9.31197767620353,8.0142157169872,,8.78549546476365,9.96674400997877,10.2478532808336,12.8498720409685,11.1730821982191,,11.370081096379,8.4050688430727,,11.5776338140564,,,,,
2006-11,9.37787483222089,8.12337087078606,,8.82752523431094,9.99541499921133,10.2943834862491,12.921903022288,11.2374708016666,,11.3754916919145,8.39464705011404,,11.6154898301905,,,,,
2006-12,9.46989079975447,8.26787434089787,,8.85239590118087,10.0353290628101,10.3705686672561,12.9555987703619,11.2739798036213,,11.5977480360418,8.35382751040622,,11.6314501709107,,,,,
2007-01,9.57550849481928,8.39684975757164,,8.66412015198243,10.1025932404903,10.3960362970638,13.0811397099961,11.4635483180394,,11.9363754989866,8.35202387726256,,11.7972455832435,,,,,
2007-02,9.63873035454117,8.52460265844756,,8.67305294300279,10.1131285936209,10.4679448988736,13.148999677366,11.4577154406727,,12.0169086778531,8.3297790684907,,11.7577295782315,,,,,
2007-03,9.73914154351123,8.61384631169102,,9.02418034388018,10.171478241729,10.4836749055194,13.2406106333153,11.691030535341,,11.6190941798377,8.6297833813869,,11.8779956804418,,,,,
2007-04,9.96004615924537,9.01483149338768,,9.17809920453876,10.345716774274,10.6185035339128,13.4396665376002,11.7153341910357,,11.7161221061829,8.65683787854187,,11.9424239494831,,,,,
2007-05,10.1675626164502,9.25872339505989,,9.367062091508,10.5369739541838,10.8177502847608,13.5154435011632,11.9107355828204,,11.6724595393276,9.54121932998538,,12.1640571949849,,,,,
2007-06,10.4375571467919,9.74711845630323,,9.42821735310896,10.662587779972,10.9510808172831,13.6511634359029,12.1012762434663,,11.7161221061829,9.72579112168705,,12.3126717355733,,,,,
2007-07,10.7038327442088,10.1701089223613,,9.51891953885419,10.7703725466161,10.9982708372208,13.8174203559591,12.3501456777792,,12.0033247681647,9.85925997431822,,12.5085336734587,,,,,
2007-08,11.0593627318213,10.6371099571422,,9.68451974161633,10.8846406074944,11.626722055121,14.0639782374029,12.685536126365,,12.411812338078,10.0330099671579,,12.6107598603375,,,,,
2007-09,11.2810111341404,10.9512965171911,,10.0590098267008,10.9170570786656,11.828964997711,14.1160042123864,12.8702439096441,,12.5078699851598,10.0817080620368,,12.7602334445131,,,,,
2007-10,11.4424128230775,11.1707381029061,,10.2301071316293,11.0921060229898,11.9113602706181,14.161244190633,13.0588402778344,,12.5573542275958,10.0847141172763,,12.8186484084438,,,,,
2007-11,11.3962980548098,10.8064283951452,,10.4870966579075,11.2412217903771,11.9607974343623,14.2324971563714,13.3154868819696,,12.665055225839,10.3071622049949,,12.9217336389098,,,,,
2007-12,11.5078660425543,10.8449376427776,,10.6575068250652,11.4170811464806,12.109108925595,14.5910239839754,13.4486709151761,,12.7203611438558,10.3167815817611,,13.3022899480467,,,,,
2008-01,11.7406712436478,11.1811294871879,,10.5647432260076,11.5743010316607,12.2222151638583,14.6894209366617,13.6022700191661,,13.5004656716712,10.3131743154738,,13.4440321399374,,,,,
2008-02,12.0032279081399,11.7324841120208,,10.8196713389734,11.7833872707147,12.4027357163183,14.7663288996809,13.4826960331486,,13.4461300329179,10.3414312347245,,13.5840562446537,,,,,
2008-03,12.4911519078759,12.6126954864769,,11.3501416980288,11.8506514483948,12.6851267880088,14.973301800159,13.6081028965328,,13.4306055647026,11.4494631959825,,13.7300936544805,,,,,
2008-04,12.8645327735276,13.094366710832,,11.7431845029249,12.0573064521109,12.9263202232459,15.1282487256535,14.0961203028808,,13.5383065629458,11.9099908586648,,13.9328279410636,,,,,
2008-05,12.896515596681,12.8333595879899,,12.051022224242,12.2704447500612,13.0379283656381,15.3612346136233,14.4081792419998,,13.716837947421,11.9953628274649,,14.1759372762458,,,,,
2008-06,13.2089059623657,13.0711389106728,,12.2990789594998,12.9495698210969,13.1360536451911,15.6202334890849,14.7348203745355,,14.6230787794851,12.0344415455776,,14.3348603398809,,,,,
2008-07,13.3941088220216,13.2117282274262,,12.2798391019175,13.1367749421104,13.4985928459821,15.8520883775986,14.9525811295593,,15.1033670148939,12.1168074591383,,14.6260761159472,,,,,
2008-08,13.5034454500112,13.2257871591015,,12.4062724517442,13.4917353014345,13.6004633652127,15.8939353574767,15.1013195024104,,15.34399627223,12.2923610851217,,14.8648902331934,,,,,
2008-09,13.649227620664,13.2172295485165,,13.1037172891034,13.5606203026732,13.9420292238092,16.2513311856246,15.1489546675719,,15.6214961415773,12.6861543214884,,14.8520045793852,,,,,
2008-10,13.7288127852551,13.2881354647922,,13.2115979191186,13.0346630579212,14.073112612525,16.3960991160136,15.284082993234,,15.9484802533606,13.0925629628156,,15.2179571475394,,,,,
2008-11,13.8165796022808,13.3364248388075,,13.3895666017551,13.3037197686418,14.1547588374965,16.453780088278,15.320052403662,,15.9669155593662,13.4737407942219,,15.5160452723035,,,,,
2008-12,13.8783138888328,13.3095294912546,,13.3187914113629,13.563051538011,14.3450170131182,16.6765869811424,15.3822697622403,,16.2890482748322,13.4112148452416,,15.617412415595,,,,,
2009-01,14.0389717911849,13.4482850343113,,13.111962942353,13.7008215404884,14.4783475456406,17.0656507940629,15.5475346209637,,17.0652716855938,13.5284509995798,,15.7634498254218,,,,,
2009-02,14.0374842180149,13.4024406918917,,12.9037601978014,13.7745690124028,14.5060623192548,17.1346417608889,15.6214177342753,,16.9740654348293,13.7106179470899,,16.1637641370647,,,,,
2009-03,14.3654941019838,13.6701716516221,,13.8685016280007,14.7033009114564,14.7232862205552,17.2986366820327,15.7808497156321,,16.5713995404968,14.7086282865843,,16.3244052878742,,,,,
2009-04,14.6273069798909,13.9660204747031,,14.1612223183604,14.9196808565239,15.0333920658599,17.7747874530779,15.9606967677723,,16.747990366445,14.8270668630182,,16.6559961125397,,,,,
2009-05,14.7537506993347,13.9984171433463,,14.4250832223465,15.2762620394066,15.6266380307907,17.9059833899929,16.0238862725783,,16.6402893682019,14.8312753403534,,16.8174963069364,,,,,
2009-06,14.8318482907559,13.9770231168838,,14.6951283662698,15.4448276894966,15.8086566791217,18.0360483274518,16.1074908481678,,16.8023260051983,14.9539223941226,,16.8552942247739,,,,,
2009-07,14.9806056077486,14.1041647598608,,14.4903613105722,15.5753039859605,16.0708234565533,18.2045672464203,16.3446945277473,,17.404869427802,14.9659466150804,,16.8939511861987,,,,,
2009-08,15.2587817905249,14.4256864146969,,14.7830820009319,15.8176171079648,16.2872983099182,18.5992860566216,16.6052297167936,,17.4786106518244,15.0964094124721,,17.4342896025578,,,,,
2009-09,15.4938183513733,14.5876697579127,,15.3602777284015,16.1547484081448,16.6168794015464,18.9793018738928,16.7559123821003,,17.608628073127,15.2659509279766,,17.7272234657986,,,,,
2009-10,15.7511685097707,14.9067463811531,,15.5705418862655,16.286035116388,16.9135023840118,19.0539478379997,17.1797681374145,,17.5746682989061,15.3453107862978,,17.9608833215215,,,,,
2009-11,15.9319086499168,14.9507569498759,,15.9264792515385,16.6620661819734,17.023612430533,19.5187886144832,17.3790581141104,,17.9734530761849,15.4162536899486,,18.2692799693322,,,,,
2009-12,16.4421462472017,15.8780351825494,,16.0481026369696,16.8484608912075,17.2123725102837,19.7201065176805,17.6143175012344,,18.628391579015,15.48419053836,,18.4608466892815,,,,,
2010-01,16.8066016738338,16.5406387449872,,15.8240957236897,17.2504251337299,17.2318477566072,19.834337462753,17.7795823599578,,19.3939419178786,15.5310850000953,,18.518402609625,,,,,
2010-02,17.5384876734378,18.2717211147508,,15.6784225162807,17.3760389595181,17.4318435553907,19.9824983915106,17.8272175251192,,19.5016429161218,15.5629491856334,,18.6558495835796,,,,,
2010-03,17.9996353561152,18.8139068710998,,16.544903245256,17.491927843955,18.0116066574822,20.3104882337982,17.995398822526,,19.416258340938,17.6515563659969,,19.3173131457363,,,,,
2010-04,18.2458287157381,18.9856703406985,,16.8389982111572,17.7277576717251,18.2490548530416,20.6497880706475,18.3589815117176,,19.7131637955544,17.9431437242227,,19.7167684137919,,,,,
2010-05,18.5344179107039,19.3316423114917,,17.3144975485489,17.9449480285718,18.6003583347999,20.9608129210927,18.650625380053,,19.5773246986711,18.2082777963413,,19.8542153877465,,,,,
2010-06,18.735984075229,19.5229660338561,,17.4134453875437,18.1783466210042,18.7351869631932,21.025279890094,18.8353331633322,,19.7471235697752,18.9730182492551,,20.4959209473972,,,,,
2010-07,19.0104413250805,19.6427725820459,,17.578358452535,18.5073738033914,18.9636465835264,21.3102917530474,19.3437656404637,,20.4243784956647,19.4533858765178,,20.9915890972211,,,,,
2010-08,19.2120074896056,19.8438764307932,,17.3763399479206,18.6872852183913,19.2153266898607,21.9696644359912,19.5381948860206,,20.8056982462013,19.8784420873747,,21.2948314835085,,,,,
2010-09,19.5169599894406,20.1592855066399,,18.5135529585901,18.7480661018372,19.649025444526,22.2015193245049,19.6742953579105,,20.7164325539637,20.0744368889862,,21.4735125496495,,,,,
2010-10,20.1543850927542,21.3029490355339,,19.02203490898,18.9587731644497,19.9651236733149,22.6460021107774,19.8026186599781,,20.8212227144165,20.4057041763726,,22.4725802415823,,,,,
2010-11,20.5366913974254,21.9166519660575,,19.2886443640494,19.0981639904857,20.0445227544799,23.1255458801911,19.9776049809794,,21.1035739800811,20.8217422215112,,22.9244371684581,,,,,
2010-12,20.8862710923582,22.3347523689241,,19.7284125373596,19.1848780508685,20.2317847383595,23.4852037072513,20.1263433538305,,22.0136959291991,21.3165389139232,,23.1761369395125,,,,,
2011-01,21.1161011471119,22.4331648906515,,19.6810000311746,19.4288119964314,20.4527538793376,23.7114035984842,20.6201936375452,,22.9335206709516,21.3862793954782,,23.39605209784,,,,,
2011-02,21.3436998421108,22.6984508187862,,19.7799478701694,19.6565377064088,20.5853353639244,24.0767164228253,20.7494890858406,,23.370146339505,21.4794671079009,,23.8401776324309,,,,,
2011-03,21.9112090064379,23.4252364606114,,20.8883010944653,19.9312672995843,21.2677180331819,24.5607841900636,20.8418429774802,,23.136309037013,23.7851114765521,,24.4492395357673,,,,,
2011-04,22.4802057439349,24.0676685123845,,21.8296798404576,20.1881678336157,21.5890595975194,25.2427768621306,21.5874791341912,,23.2362478011486,24.4326157751276,,24.7542000092292,,,,,
2011-05,22.8714374876257,24.4258656411562,,22.4254282877388,20.5941841350344,21.9605873735367,25.5515397136635,22.0832737103615,,23.7504958107781,24.5696918940461,,24.8366681936019,,,,,
2011-06,23.2158106764637,24.7755051593429,,22.9002404873597,20.8454117866109,22.3965332720085,25.7607746130539,22.3865833334304,,24.2356354425041,24.8757083174212,,25.13046110043,,,,,
2011-07,23.6196867920989,25.2675677679798,,23.0452265569979,20.9961483775568,22.8324791704804,25.9835815059182,22.8804336171451,,24.7731701544565,24.9009591814325,,25.8400311034707,,,,,
2011-08,24.1938900356906,25.7981396242492,,23.5509599563047,21.2619634411602,23.6129871192909,26.9788610273428,23.4783035472328,,25.8123392456136,25.1907429065146,,26.4636967477899,,,,,
2011-09,24.6580128647078,26.307928711955,,24.3927037255313,21.671221389696,24.1051116129266,27.4527497994756,23.9079921799137,,25.8802587940553,25.5184029276137,,26.7480401751585,,,,,
2011-10,24.9294949682195,26.3776121124328,,25.1306896913675,22.0772376911148,24.8758819385754,27.5432297559688,24.2190789728049,,26.0335629176807,25.898368309879,,27.095093784394,,,,,
2011-11,25.2760995168124,26.5628232558079,,25.8301959420391,22.2765989888174,25.7238042015825,27.9175905759592,24.5544694213906,,26.3285278137701,25.9194106965551,,28.1766296606995,,,,,
2011-12,25.7476602116793,27.2388744920221,,26.1167323924616,22.5594326997857,26.0076933691441,28.4977932969714,25.0279046343219,,26.704025888726,25.9212143296988,,28.3252442012879,,,,,
2012-01,26.0451748456646,27.350123429627,,26.2156802314564,22.8082291160243,26.6391407787863,28.9434070827002,25.429401026397,,27.9178452473045,26.1629011709498,,28.5580450134236,,,,,
2012-02,26.4282249369208,27.8519661646467,,26.7495862793658,23.1980371818574,27.0308928490626,29.4387848445001,25.6860476305323,,27.886796310874,26.2542852502288,,28.7874096512104,,,,,
2012-03,27.3237439852168,29.1123799522359,,27.4442825656418,23.8066564280958,27.2039229221674,29.7905256753672,26.5463970421219,,27.7286407909314,30.0238785204877,,29.5742935771007,,,,,
2012-04,27.8704271251649,29.806768925418,,27.8297668550591,24.3601676733433,27.5020440005038,30.5245443224178,26.9012304152634,,28.0459221100802,30.6912227836436,,30.6420847560107,,,,,
2012-05,28.4022345334138,30.3306169447991,,28.4763634973793,24.7054030913161,28.5147568093251,30.9780751043397,27.2755067129605,,29.0249338869032,30.7838092850184,,31.0071782805777,,,,,
2012-06,28.7815656917451,30.8263471008296,,28.7766427032177,25.0117387438835,28.9214898383117,31.5028588519999,27.5963149681296,,29.1559215874693,31.0603663670469,,31.2356838747773,,,,,
2012-07,29.496344599895,31.39053814154,21.8482521056097,29.236337871881,25.0555009799646,29.7439444715112,31.8161457013574,28.0882209593887,38.7464782902714,29.7875733879765,31.5912357223322,30.962593712317,31.6179582710886,30.7074539089848,30.6293781903967,23.5276355029586,30.1637009672503,28.707910718232
2012-08,30.1778218907316,32.0404851757449,22.2832616004515,29.0132002759117,26.4493198635232,29.9787863962795,32.2115972850679,28.8236086090279,39.7212089730436,30.3194003125276,31.9484740599787,32.0894012919897,32.1664623609867,31.3473045507584,31.3528420753627,24.0290017982018,30.589148633098,29.6024549907919
2012-09,30.6294986997745,32.5653378016929,22.5785891474084,29.579013465691,26.5446047792514,30.6050315289949,33.2061285067873,29.269453386161,39.7734933774834,30.6063762272606,32.1595694413153,32.4750320413437,33.0251153603559,31.8231598599766,31.8789976280652,24.1129214785215,31.1438462227475,29.9633662246777
2012-10,31.0811755088174,33.2071265049246,23.2510579536546,30.5751634476968,26.6952879017983,30.8560694485747,33.3979520361991,29.4513785538418,40.9386886764294,31.3330308370433,32.2407599725986,33.0028812230836,33.4845952262391,32.7990665110852,32.2900566536141,24.4615109198494,31.698543812397,30.3216995211786
2012-11,31.7256734117792,34.2459539821895,23.5244354802295,31.6217850287908,27.5838751391703,32.8211834857161,33.5514108597285,30.2175141191453,40.8490582688182,31.4725695845741,32.1893393027858,32.8579278208441,33.7430526507984,34.5331155192532,32.7422215817178,25.4341184968877,32.430960047274,30.8888457458564
2012-12,32.3516816208036,34.5233372352811,23.8237539399831,32.1504086192419,27.6813759831713,34.214039039514,34.8144950226244,31.1911981151832,40.8789350713553,32.5019969484329,32.235347270513,33.5170555555556,34.1680715267404,35.0761820303384,33.3807332680704,26.0430741258741,32.826787938917,31.7060518968692
